"category";"equip_name";"cost";"serial_number";"under_warrenty";"functionality";"status";"state";"district";"facility";"department";"manufacturer";"model";"price";"installation_date";"return_date";"borrow_date";"cluster"
"Laboratory";"QBC Microscope";120000000;"TY42zdV";"Yes";"Active/in use";"Available";"Odisha";"Dhenkanal";"Dhenkanal-DHH";"Pathology(Dhenkanal)";"Magnus";"MLXi";28800;"2/4/21";"";"";1
"Laboratory";"Semi Auto Analyser";100000000;"RB00vgT";"No";"Active/in use";"Not Available";"Odisha";"Dhenkanal";"Dhenkanal-DHH";"Pathology(Dhenkanal)";"M/s Robonik India Pvt Ltd";"Prietest";100000;"21/7/20";"";"";2
"Laboratory";"Semi Auto Analyser";100000000;"TW39zgL";"No";"Active/in use";"Not Available";"Odisha";"Dhenkanal";"Dhenkanal-DHH";"Pathology(Dhenkanal)";"M/s Robonik India Pvt Ltd";"Prietest";100000;"21/7/20";"";"";2
"Respiratory";"Suction machine";3500000;"ZL52ovV";"No";"Active/in use";"Available";"Odisha";"Dhenkanal";"Dhenkanal-DHH";"Female Ward(Dhenkanal)";"Vikrant Industries";"Santhusti";0;"18/10/12";"";"";1
"Respiratory";"Suction machine";3500000;"PL93pdK";"No";"Active/in use";"Not Available";"Odisha";"Dhenkanal";"Dhenkanal-DHH";"Labour Room(Dhenkanal)";"Vikrant Industries";"Santhusti";0;"23/7/20";"";"";2
"Respiratory";"Suction machine";3500000;"NZ23ivB";"No";"Active/in use";"Not Available";"Odisha";"Dhenkanal";"Dhenkanal-DHH";"Labour Room(Dhenkanal)";"Vikrant Industries";"Santhusti";0;"23/7/20";"";"";2
"Respiratory";"Suction machine";3500000;"MO71zuC";"No";"Not in use";"Available";"Odisha";"Dhenkanal";"Dhenkanal-DHH";"OT(Dhenkanal)";"Vikrant Industries";"Santhusti";0;"25/6/12";"";"";1
"Respiratory";"Suction machine";3500000;"ZI82xsG";"No";"Not in use";"Available";"Odisha";"Dhenkanal";"Dhenkanal-DHH";"OT(Dhenkanal)";"Vikrant Industries";"Santhusti";0;"25/6/12";"";"";1
"Respiratory";"Suction machine";3500000;"WE50gxF";"No";"Active/in use";"Not Available";"Odisha";"Dhenkanal";"Dhenkanal-DHH";"Female Ward(Dhenkanal)";"Vikrant Industries";"Santhusti";0;"18/10/12";"";"";2
"Respiratory";"Suction machine";3500000;"XA11wtK";"No";"Active/in use";"Available";"Odisha";"Dhenkanal";"Dhenkanal-DHH";"PPC(Dhenkanal)";"Vikrant Industries";"Santhusti";0;"15/7/12";"";"";1
"Respiratory";"Suction machine";3500000;"FR18jiV";"No";"Active/in use";"Available";"Odisha";"Dhenkanal";"Dhenkanal-DHH";"PPC(Dhenkanal)";"Vikrant Industries";"Santhusti";0;"15/7/12";"";"";1
"Respiratory";"Suction machine";10000000;"HK34brK";"No";"Active/in use";"Not Available";"Odisha";"Dhenkanal";"Dhenkanal-DHH";"OT(Dhenkanal)";"Supreme";"Instaavac";11500;"13/7/20";"";"";2
"Respiratory";"Suction machine";10000000;"PQ93geB";"No";"Not in use";"Available";"Odisha";"Dhenkanal";"Dhenkanal-DHH";"OT(Dhenkanal)";"Bacin And co";"Surgix";0;"25/6/12";"";"";1
"Respiratory";"Suction machine";10000000;"ZG21vqC";"No";"Not in use";"Not Available";"Odisha";"Dhenkanal";"Dhenkanal-DHH";"OT(Dhenkanal)";"Bacin And co";"Surgix";0;"25/6/12";"";"";2
"Respiratory";"Suction machine";10000000;"OL61wkZ";"No";"Active/in use";"Available";"Odisha";"Dhenkanal";"Dhenkanal-DHH";"Orthopedics OT(Dhenkanal)";"Bacin And co";"Surgix";0;"8/2/18";"";"";1
"Respiratory";"Suction machine";10000000;"YT92uiJ";"No";"Active/in use";"Not Available";"Odisha";"Dhenkanal";"Dhenkanal-DHH";"OT(Dhenkanal)";"ANAND SURGICAL INDUSTRIES (INDIA)";"Surgi-Vac";0;"17/6/20";"";"";2
"Respiratory";"Suction machine";10000000;"UO30roQ";"No";"Active/in use";"Available";"Odisha";"Dhenkanal";"Dhenkanal-DHH";"OT(Dhenkanal)";"Supreme";"Instaavac";11500;"13/7/20";"";"";1
"Respiratory";"Suction machine";10000000;"LZ89hqE";"No";"Active/in use";"Not Available";"Odisha";"Dhenkanal";"Dhenkanal-DHH";"EYE(Dhenkanal)";"Others";"SUCTION";0;"1/2/11";"";"";2
"Respiratory";"Suction machine";5000000;"JU90lbS";"No";"Active/in use";"Available";"Odisha";"Dhenkanal";"Dhenkanal-DHH";"Labour Room(Dhenkanal)";"Anand Surgical Industries";"7-B";2785;"3/12/20";"";"";1
"Respiratory";"Suction machine";5000000;"AY24sbU";"No";"Active/in use";"Available";"Odisha";"Dhenkanal";"Dhenkanal-DHH";"Labour Room(Dhenkanal)";"Anand Surgical Industries";"7-B";2785;"3/12/20";"";"";1
"Respiratory";"Suction machine";5000000;"DJ52wzP";"No";"Active/in use";"Not Available";"Odisha";"Dhenkanal";"Dhenkanal-DHH";"Labour Room(Dhenkanal)";"Anand Surgical Industries";"7-B";2785;"3/12/20";"";"";2
"Respiratory";"Suction machine";5000000;"ZL74xdL";"No";"Active/in use";"Not Available";"Odisha";"Dhenkanal";"Dhenkanal-DHH";"Labour Room(Dhenkanal)";"Anand Surgical Industries";"7-B";2785;"3/12/20";"";"";2
"Laboratory";"Tube Sealer";120000000;"DN38gaK";"No";"Active/in use";"Not Available";"Odisha";"Dhenkanal";"Dhenkanal-DHH";"Blood Bank(Dhenkanal)";"Hindustan Latex";"HTS 10";0;"24/9/12";"";"";2
"Diagnostic/Monitoring";"Ultrasonography Machine";350000000;"OB96ilA";"No";"Not in use";"Not Available";"Odisha";"Dhenkanal";"Dhenkanal-DHH";"Radiology(Dhenkanal)";"L and T  Medical Equipment and systems";"Sonalisa";0;"15/7/12";"";"";2
"Diagnostic/Monitoring";"Ultrasound Machine";350000000;"UQ95ytX";"Yes";"Active/in use";"Available";"Odisha";"Dhenkanal";"Dhenkanal-DHH";"Radiology(Dhenkanal)";"Bluestar Limited";"Mus702";1186500;"21/12/20";"";"";1
"Diagnostic/Monitoring";"Ultrasound Machine";350000000;"MZ37tzD";"No";"Not in use";"Not Available";"Odisha";"Dhenkanal";"Dhenkanal-DHH";"Radiology(Dhenkanal)";"Philips";"HD 6";1050400;"30/10/18";"";"";2
"Laboratory";"Binocular Microscope";30000000;"NO68bjT";"No";"Active/in use";"Not Available";"Odisha";"Dhenkanal";"Kamakshyanagar  SDH(Dhenkanal)";"Pathology(Kamakshyanagar)";"PZO";"Binacular Microscope";0;"24/10/11";"";"";2
"Laboratory";"Binocular Microscope";30000000;"DB63lwD";"No";"Active/in use";"Available";"Odisha";"Dhenkanal";"Kamakshyanagar  SDH(Dhenkanal)";"Pathology(Kamakshyanagar)";"Adelta Optec";"DN10";0;"24/10/11";"";"";1
"Laboratory";"Binocular Microscope";30000000;"MN30rkD";"No";"Active/in use";"Not Available";"Odisha";"Dhenkanal";"Kamakshyanagar  SDH(Dhenkanal)";"Pathology(Kamakshyanagar)";"Nikon";"YS-100";0;"15/8/16";"";"";2
"Laboratory";"Centrifuse Machine";45000000;"QH31diH";"No";"Not in use";"Available";"Odisha";"Dhenkanal";"Kamakshyanagar  SDH(Dhenkanal)";"Pathology(Kamakshyanagar)";"Remi Elektrotechnik Limited";"C-852";0;"24/10/11";"";"";0
"Laboratory";"Centrifuse Machine";45000000;"GI02hkW";"No";"Active/in use";"Available";"Odisha";"Dhenkanal";"Kamakshyanagar  SDH(Dhenkanal)";"Pathology(Kamakshyanagar)";"Remi Elektrotechnik Limited";"C-852";0;"24/10/11";"";"";1
"Laboratory";"Centrifuse Machine";45000000;"BK49myX";"No";"Active/in use";"Not Available";"Odisha";"Dhenkanal";"Kamakshyanagar  SDH(Dhenkanal)";"Pathology(Kamakshyanagar)";"Remi Elektrotechnik Limited";"C-852";0;"24/10/11";"";"";2
"Laboratory";"Colorimeter";5000000;"DL24ojW";"No";"Active/in use";"Not Available";"Odisha";"Dhenkanal";"Kamakshyanagar  SDH(Dhenkanal)";"Pathology(Kamakshyanagar)";"M/s Merck Limited India";"Eazylab";0;"24/10/11";"";"";2
"Diagnostic/Monitoring";"ECG Machine";60000000;"WI61orJ";"No";"Not in use";"Not Available";"Odisha";"Dhenkanal";"Kamakshyanagar  SDH(Dhenkanal)";"Radiology(Kamakshyanagar)";"Maestros";"magicR";0;"23/10/10";"";"";0
"Diagnostic/Monitoring";"Fetal Monitor";60000000;"IW63sjC";"No";"Active/in use";"Available";"Odisha";"Dhenkanal";"Kamakshyanagar  SDH(Dhenkanal)";"Labour  Room(Kamakshyanagar)";"Maestros";"Fetal Monitor";0;"23/10/10";"";"";1
"Diagnostic/Monitoring";"Fetal Monitor";60000000;"KL30xrQ";"No";"Active/in use";"Available";"Odisha";"Dhenkanal";"Kamakshyanagar  SDH(Dhenkanal)";"Labour  Room(Kamakshyanagar)";"Maestros";"Fetal Monitor";0;"23/10/10";"";"";1
"Diagnostic/Monitoring";"Focus Light";60000000;"TM75eeJ";"No";"Active/in use";"Not Available";"Odisha";"Dhenkanal";"Kamakshyanagar  SDH(Dhenkanal)";"Labour  Room(Kamakshyanagar)";"Sparx";"Focus";0;"24/10/11";"";"";2
"Diagnostic/Monitoring";"Pulse Oximeter";40000000;"LU45hwE";"No";"Active/in use";"Not Available";"Odisha";"Dhenkanal";"Kamakshyanagar  SDH(Dhenkanal)";"NBSU(Kamakshyanagar)";"Life Plus";"LPM-103";0;"7/12/19";"";"";2
"Laboratory";"QBC Machine";60000000;"IS52raC";"Yes";"Active/in use";"Not Available";"Odisha";"Dhenkanal";"Kamakshyanagar  SDH(Dhenkanal)";"Pathology(Kamakshyanagar)";"LiLac Medicare (P) Ltd";"Parafuse";1058840;"3/4/21";"";"";2
"Laboratory";"QBC Microscope";120000000;"VL74aqX";"Yes";"Active/in use";"Not Available";"Odisha";"Dhenkanal";"Kamakshyanagar  SDH(Dhenkanal)";"Pathology(Kamakshyanagar)";"Magnus";"MLXi";28800;"3/4/21";"";"";2
"Laboratory";"Spectro Photometer";80000000;"CB68teG";"No";"Active/in use";"Not Available";"Odisha";"Dhenkanal";"Kamakshyanagar  SDH(Dhenkanal)";"Pathology(Kamakshyanagar)";"Elico";"212";0;"11/2/12";"";"";2
"Respiratory";"Suction machine";3500000;"SK30rqY";"No";"Active/in use";"Available";"Odisha";"Dhenkanal";"Kamakshyanagar  SDH(Dhenkanal)";"OT(Kamakshyanagar)";"Anand Surgical Industries";"OP-108";0;"11/2/12";"";"";1
"Respiratory";"Suction machine";10000000;"OF21thF";"No";"Active/in use";"Not Available";"Odisha";"Dhenkanal";"Kamakshyanagar  SDH(Dhenkanal)";"PPC(Kamakshyanagar)";"Supreme";"Instaavac";11500;"13/7/20";"";"";2
"Respiratory";"Suction machine";10000000;"IM97bqF";"No";"Active/in use";"Not Available";"Odisha";"Dhenkanal";"Kamakshyanagar  SDH(Dhenkanal)";"Labour  Room(Kamakshyanagar)";"Anand Surgical Industries";"Surgix";0;"24/10/11";"";"";2
"Respiratory";"Suction machine";10000000;"YH27fzE";"No";"Active/in use";"Available";"Odisha";"Dhenkanal";"Kamakshyanagar  SDH(Dhenkanal)";"OT(Kamakshyanagar)";"Anand Surgical Industries";"1/2 HP";0;"6/10/20";"";"";1
"Respiratory";"Suction machine";5000000;"JH42drP";"No";"Active/in use";"Not Available";"Odisha";"Dhenkanal";"Kamakshyanagar  SDH(Dhenkanal)";"NBSU(Kamakshyanagar)";"Anand Surgical Industries";"7-B";0;"7/12/19";"";"";2
"Diagnostic/Monitoring";"Ultrasound Machine";350000000;"XV83jxU";"No";"Not in use";"Available";"Odisha";"Dhenkanal";"Kamakshyanagar  SDH(Dhenkanal)";"Radiology(Kamakshyanagar)";"L and T  Medical Equipment and systems";"Symphony";0;"23/10/12";"";"";1
"Diagnostic/Monitoring";"Ultrasound Machine";350000000;"OK69veM";"Yes";"Active/in use";"Not Available";"Odisha";"Dhenkanal";"Kamakshyanagar  SDH(Dhenkanal)";"Radiology(Kamakshyanagar)";"Mindray Medical India Pvt  Ltd";"DC-3";0;"21/12/20";"";"";2
"Diagnostic/Monitoring";"Ultrasound Machine";350000000;"QJ11rrR";"Yes";"Active/in use";"Available";"Odisha";"Dhenkanal";"Kamakshyanagar  SDH(Dhenkanal)";"Radiology(Kamakshyanagar)";"Bluestar Limited";"Mus702";1186500;"21/12/20";"";"";1
"Laboratory";"Bacteriological Incubator";30000000;"KC04sfH";"No";"Active/in use";"Available";"Odisha";"Dhenkanal";"Hindol SDH(Dhenkanal)";"Blood Bank(Hindol SDH)";"Unilab";"UN-BI001";0;"7/4/15";"";"";1
"Laboratory";"Binocular Microscope";30000000;"VA20ygX";"No";"Active/in use";"Not Available";"Odisha";"Dhenkanal";"Hindol SDH(Dhenkanal)";"Pathology(Hindol SDH)";"Nikon";"YS-100";0;"31/3/16";"";"";2
"Laboratory";"Binocular Microscope";30000000;"OX93vxE";"No";"Active/in use";"Available";"Odisha";"Dhenkanal";"Hindol SDH(Dhenkanal)";"Pathology(Hindol SDH)";"M/s Labovision India";"KXi2000.";0;"23/10/12";"";"";1
"Laboratory";"Binocular Microscope";30000000;"JJ61vsL";"No";"Not in use";"Not Available";"Odisha";"Dhenkanal";"Hindol SDH(Dhenkanal)";"Pathology(Hindol SDH)";"Adelta Optec";"DN10";0;"23/10/12";"";"";2
"Laboratory";"Binocular Microscope";25000000;"TS03poD";"No";"Active/in use";"Not Available";"Odisha";"Dhenkanal";"Hindol SDH(Dhenkanal)";"Blood Bank(Hindol SDH)";"Magnus";"MLX";0;"7/4/15";"";"";2
"Laboratory";"Centrifuse Machine";45000000;"NA34ghB";"No";"Active/in use";"Available";"Odisha";"Dhenkanal";"Hindol SDH(Dhenkanal)";"Blood Bank(Hindol SDH)";"Remi Elektrotechnik Limited";"C-852";0;"23/10/12";"";"";1
"Laboratory";"Centrifuse Machine";45000000;"IX66hhF";"No";"Active/in use";"Not Available";"Odisha";"Dhenkanal";"Hindol SDH(Dhenkanal)";"Store(Hindol SDH)";"Remi Elektrotechnik Limited";"C-852";0;"23/10/12";"";"";2
"Laboratory";"Centrifuse Machine";45000000;"OC72hoR";"No";"Active/in use";"Available";"Odisha";"Dhenkanal";"Hindol SDH(Dhenkanal)";"Pathology(Hindol SDH)";"Remi Elektrotechnik Limited";"C-852";0;"23/10/12";"";"";1
"Diagnostic/Monitoring";"Digital Weighing Machine";5000000;"WM33hxC";"No";"Active/in use";"Not Available";"Odisha";"Dhenkanal";"Hindol SDH(Dhenkanal)";"Labour Room(Hindol SDH)";"Venus";"EBS 9090";0;"29/3/22";"";"";2
"Diagnostic/Monitoring";"Fetal Monitor";60000000;"RO45yhC";"No";"Active/in use";"Available";"Odisha";"Dhenkanal";"Hindol SDH(Dhenkanal)";"Labour Room(Hindol SDH)";"Maestros";"CODDLEGRAPH DT";0;"23/10/12";"";"";1
"Diagnostic/Monitoring";"Fetal Monitor";60000000;"QM33gjP";"No";"Not in use";"Available";"Odisha";"Dhenkanal";"Hindol SDH(Dhenkanal)";"Store(Hindol SDH)";"Maestros";"Fetal Monitor";0;"23/10/12";"";"";1
"Diagnostic/Monitoring";"Focus Light";60000000;"FZ00klM";"No";"Active/in use";"Available";"Odisha";"Dhenkanal";"Hindol SDH(Dhenkanal)";"Labour Room(Hindol SDH)";"Sparx";"Focus";0;"23/10/12";"";"";1
"Laboratory";"QBC Machine";60000000;"JA48jtH";"Yes";"Active/in use";"Not Available";"Odisha";"Dhenkanal";"Hindol SDH(Dhenkanal)";"Pathology(Hindol SDH)";"LiLac Medicare (P) Ltd";"Parafuse";105840;"4/4/21";"";"";2
"Laboratory";"QBC Microscope";120000000;"NE46plS";"Yes";"Active/in use";"Available";"Odisha";"Dhenkanal";"Hindol SDH(Dhenkanal)";"Pathology(Hindol SDH)";"Magnus";"MLXi";28800;"4/4/21";"";"";1
"Respiratory";"Suction machine";3500000;"SX27abV";"No";"Active/in use";"Available";"Odisha";"Dhenkanal";"Hindol SDH(Dhenkanal)";"OT(Hindol SDH)";"Anand Surgical Industries";"OP-108";0;"23/10/12";"";"";1
"Respiratory";"Suction machine";10000000;"QG17svG";"No";"Active/in use";"Available";"Odisha";"Dhenkanal";"Hindol SDH(Dhenkanal)";"Labour Room(Hindol SDH)";"Supreme";"Instaavac";11500;"31/3/21";"";"";1
"Respiratory";"Suction machine";10000000;"OH57gpE";"No";"Active/in use";"Available";"Odisha";"Dhenkanal";"Hindol SDH(Dhenkanal)";"Labour Room(Hindol SDH)";"Anand Surgical Industries";"Surgix";0;"23/10/12";"";"";1
"Respiratory";"Suction machine";10000000;"TZ36iqF";"No";"Active/in use";"Available";"Odisha";"Dhenkanal";"Hindol SDH(Dhenkanal)";"Labour Room(Hindol SDH)";"ANAND";"sucction apparatus01";0;"23/10/12";"";"";1
"Respiratory";"Suction machine";5000000;"LG82ceA";"No";"Active/in use";"Not Available";"Odisha";"Dhenkanal";"Hindol SDH(Dhenkanal)";"Labour Room(Hindol SDH)";"Anand Surgical Industries";"7-B";0;"23/10/12";"";"";2
"Respiratory";"Suction machine";5000000;"BK14cqB";"No";"Active/in use";"Not Available";"Odisha";"Dhenkanal";"Hindol SDH(Dhenkanal)";"Labour Room(Hindol SDH)";"Anand Surgical Industries";"7-B";0;"29/3/22";"";"";2
"Laboratory";"Bacteriological Incubator";25000000;"SX72wfK";"No";"Not in use";"Not Available";"Odisha";"Ganjam";"Ganjam-DHH";"BLOODBANK(GANJAM)";" Yorco";"YSI438";0;"14/7/20";"";"";2
"Laboratory";"Binocular Microscope";30000000;"BR63pdG";"No";"Active/in use";"Not Available";"Odisha";"Ganjam";"Ganjam-DHH";"BLOODBANK(GANJAM)";"QUSMO FINE VISION";"PZB/22";0;"21/5/20";"";"";2
"Laboratory";"Boyles Apparatus";150000000;"OP88lwH";"No";"Active/in use";"Not Available";"Odisha";"Ganjam";"Ganjam-DHH";"OT COMPLEX(Ganjam)";"Allied";"Jupiter 200";115000;"15/4/20";"";"";2
"Laboratory";"Boyles Apparatus";150000000;"GP81faV";"No";"Active/in use";"Available";"Odisha";"Ganjam";"Ganjam-DHH";"OT COMPLEX(Ganjam)";"Allied";"Jupiter 200";115000;"15/7/20";"";"";1
"Respiratory";"Suction machine";6500000;"JE77maR";"No";"Active/in use";"Available";"Odisha";"Ganjam";"Ganjam-DHH";"ENT(GANJAM)";"Anand Surgical Industries";"OP-108";3250;"22/7/11";"";"";1
"Respiratory";"Suction machine";6500000;"BI02meT";"No";"Active/in use";"Available";"Odisha";"Ganjam";"Ganjam-DHH";"OT COMPLEX(Ganjam)";"Max-Life";"Max-Life01";0;"16/7/15";"";"";1
"Respiratory";"Suction machine";6500000;"JT40zfF";"No";"Active/in use";"Not Available";"Odisha";"Ganjam";"Ganjam-DHH";"LABOUR ROOM(GANJAM)";"Anand Surgical Industries";"instavac";11500;"14/7/20";"";"";2
"Respiratory";"Suction machine";6500000;"NZ12wrA";"No";"Not in use";"Not Available";"Odisha";"Ganjam";"Ganjam-DHH";"OT COMPLEX(Ganjam)";"Max-Life";"Max-Life01";0;"16/7/15";"";"";2
"Respiratory";"Suction machine";6500000;"OH67ttH";"No";"Active/in use";"Not Available";"Odisha";"Ganjam";"Ganjam-DHH";"OT COMPLEX(Ganjam)";"Max-Life";"Max-Life01";0;"16/7/15";"";"";2
"Laboratory";"Binocular Microscope";30000000;"HP10anE";"No";"Active/in use";"Available";"Odisha";"Ganjam";"Bhanjanagar SDH";"Pathology(Bhanjanagar SDH)";"Olympus";"MAGNUS MLX-DX";0;"11/9/12";"";"";1
"Laboratory";"Binocular Microscope";30000000;"EL59pbD";"No";"Not in use";"Available";"Odisha";"Ganjam";"Bhanjanagar SDH";"Pathology(Bhanjanagar SDH)";"Adelta Optec";"DN10";0;"5/9/12";"";"";1
"Laboratory";"Binocular Microscope";30000000;"RH18dzS";"No";"Active/in use";"Available";"Odisha";"Ganjam";"Bhanjanagar SDH";"Pathology(Bhanjanagar SDH)";"Adelta Optec";"DN10";0;"10/4/12";"";"";1
"Laboratory";"Boyles Apparatus";150000000;"NY84plF";"No";"Active/in use";"Available";"Odisha";"Ganjam";"Bhanjanagar SDH";"OT(Bhanjanagar SDH)";"Allied";"Jupiter 200";121847;"22/2/21";"";"";1
"Laboratory";"Centrifuse Machine";6500000;"VS07hgX";"No";"Active/in use";"Available";"Odisha";"Ganjam";"Bhanjanagar SDH";"Pathology(Bhanjanagar SDH)";"M/s Remi Electrotechnik Ltd";"CP 3164";0;"4/7/12";"";"";1
"Laboratory";"Centrifuse Machine";6500000;"WW93gtZ";"No";"Active/in use";"Available";"Odisha";"Ganjam";"Bhanjanagar SDH";"BLOODBANK(Bhanjanagar SDH)";"Remi Elektrotechnik Limited";"R8CBL";0;"9/9/14";"";"";1
"Laboratory";"Centrifuse Machine";6500000;"HL63lqR";"No";"Not in use";"Available";"Odisha";"Ganjam";"Bhanjanagar SDH";"Pathology(Bhanjanagar SDH)";"Remi Elektrotechnik Limited";"4Tube";0;"1/5/98";"";"";0
"Laboratory";"Centrifuse Machine";6500000;"ZO08rfB";"No";"Not in use";"Not Available";"Odisha";"Ganjam";"Bhanjanagar SDH";"Pathology(Bhanjanagar SDH)";"Remi Elektrotechnik Limited";"R8CBL";0;"9/7/13";"";"";2
"Laboratory";"Centrifuse Machine";6500000;"YV04xtQ";"No";"Active/in use";"Available";"Odisha";"Ganjam";"Bhanjanagar SDH";"Pathology(Bhanjanagar SDH)";"Remi Elektrotechnik Limited";"RM12CBL";0;"21/5/20";"";"";1
"Laboratory";"Colorimeter";3500000;"FV30jsW";"No";"Active/in use";"Available";"Odisha";"Ganjam";"Bhanjanagar SDH";"Pathology(Bhanjanagar SDH)";"M/s Merck Limited India";"Eazylab";0;"24/8/11";"";"";1
"Laboratory";"Elisa Reader";100000000;"KC79seC";"No";"Not in use";"Available";"Odisha";"Ganjam";"Bhanjanagar SDH";"BLOODBANK(Bhanjanagar SDH)";"Thermofisher Scientific";"multiscan EX";0;"9/6/14";"";"";1
"Laboratory";"Elisha Printer";3000000;"FH20uuX";"No";"Not in use";"Not Available";"Odisha";"Ganjam";"Bhanjanagar SDH";"BLOODBANK(Bhanjanagar SDH)";"EPSON";"LX-300-11";0;"14/8/14";"";"";2
"Laboratory";"Elisha Washer";100000000;"WZ09rfS";"No";"Not in use";"Available";"Odisha";"Ganjam";"Bhanjanagar SDH";"BLOODBANK(Bhanjanagar SDH)";"BioRad";"PW40";0;"9/6/14";"";"";1
"Diagnostic/Monitoring";"Fetal Monitor";65000000;"FV45qiY";"No";"Active/in use";"Available";"Odisha";"Ganjam";"Bhanjanagar SDH";"STORE(Bhanjanagar SDH)";"Maestros";"CODDLEGRAPH DT";85000;"15/7/11";"";"";1
"Laboratory";"Microscope";30000000;"VT86xuT";"No";"Active/in use";"Available";"Odisha";"Ganjam";"Bhanjanagar SDH";"Pathology(Bhanjanagar SDH)";"M/s Labovision India";"Biolan XLC";0;"10/10/12";"";"";1
"Laboratory";"Microscope";30000000;"OX45epU";"No";"Not in use";"Available";"Odisha";"Ganjam";"Bhanjanagar SDH";"Pathology(Bhanjanagar SDH)";"Olympus";"CH 20I";0;"7/9/98";"";"";0
"Laboratory";"Microscope";30000000;"FK67rsN";"No";"Not in use";"Not Available";"Odisha";"Ganjam";"Bhanjanagar SDH";"BLOODBANK(Bhanjanagar SDH)";"Olympus";"MAGNUS MLX DX";0;"1/9/10";"";"";0
"Diagnostic/Monitoring";"Pulse Oximeter";45000000;"LW99wzD";"No";"Active/in use";"Available";"Odisha";"Ganjam";"Bhanjanagar SDH";"OT(Bhanjanagar SDH)";" Masimo";"Radical7";62100;"13/5/20";"";"";1
"Laboratory";"QBC Machine";6500000;"HS99csR";"No";"Not in use";"Available";"Odisha";"Ganjam";"Bhanjanagar SDH";"Pathology(Bhanjanagar SDH)";"Becton Dicknson";"424740";0;"14/8/12";"";"";1
"Respiratory";"Suction machine";6500000;"RG99ryV";"No";"Active/in use";"Not Available";"Odisha";"Ganjam";"Bhanjanagar SDH";"STORE(Bhanjanagar SDH)";"Vikrant Industries";"Santhusti";0;"23/8/12";"";"";2
"Respiratory";"Suction machine";6500000;"FV76nkN";"No";"Active/in use";"Available";"Odisha";"Ganjam";"Bhanjanagar SDH";"STORE(Bhanjanagar SDH)";"Anand Surgical Industries";"instavac";0;"11/7/12";"";"";1
"Respiratory";"Suction machine";6500000;"XY77plV";"No";"Not in use";"Not Available";"Odisha";"Ganjam";"Bhanjanagar SDH";"OT(Bhanjanagar SDH)";"Bacin And co";"Surgix";0;"4/7/12";"";"";2
"Respiratory";"Suction machine";6500000;"XK71rsJ";"No";"Not in use";"Not Available";"Odisha";"Ganjam";"Bhanjanagar SDH";"OT(Bhanjanagar SDH)";"Bacin And co";"Surgix";0;"4/7/12";"";"";2
"Diagnostic/Monitoring";"Ultrasonography Machine";350000000;"MD19dqT";"No";"Approved for disposal";"Not Available";"Odisha";"Ganjam";"Bhanjanagar SDH";"PPC(Bhanjanagar SDH)";"L and T  Medical Equipment and systems";"Sonalisa";0;"6/8/13";"";"";2
"Laboratory";"Bacteriological Incubator";25000000;"GG30rgS";"No";"Not in use";"Available";"Odisha";"Ganjam";"Chatrapur SDH(Ganjam)";"Store(Chatrapur SDH)";" Yorco";"YSI438";38000;"8/6/11";"";"";0
"Laboratory";"Bacteriological Incubator";25000000;"EZ74rkU";"No";"Active/in use";"Available";"Odisha";"Ganjam";"Chatrapur SDH(Ganjam)";"Pathology(Chatrapur SDH)";" Unilab";"UN-BI001";0;"5/9/13";"";"";1
"Laboratory";"Binocular Microscope";30000000;"LC75qeE";"No";"Not in use";"Available";"Odisha";"Ganjam";"Chatrapur SDH(Ganjam)";"Pathology(Chatrapur SDH)";"LABOTRON";"BIOX2000";0;"6/9/06";"";"";0
"Laboratory";"Binocular Microscope";30000000;"JR35xsN";"No";"Not in use";"Available";"Odisha";"Ganjam";"Chatrapur SDH(Ganjam)";"Store(Chatrapur SDH)";"Adelta Optec";"DN10";0;"13/10/11";"";"";0
"Laboratory";"Binocular Microscope";30000000;"YT21ikO";"No";"Active/in use";"Available";"Odisha";"Ganjam";"Chatrapur SDH(Ganjam)";"Pathology(Chatrapur SDH)";"Adelta Optec";"DN10";0;"26/9/16";"";"";1
"Laboratory";"Boyles Apparatus";150000000;"UK88quO";"No";"Active/in use";"Not Available";"Odisha";"Ganjam";"Chatrapur SDH(Ganjam)";"OT(Chatrapur SDH)";"Allied";"Jupiter 200";115000;"6/10/20";"";"";2
"Laboratory";"Centrifuse Machine";6500000;"RX19wtI";"No";"Active/in use";"Not Available";"Odisha";"Ganjam";"Chatrapur SDH(Ganjam)";"Store(Chatrapur SDH)";"M/s Remi Electrotechnik Ltd";"CP 3164";5880;"13/6/12";"";"";2
"Laboratory";"Centrifuse Machine";6500000;"CT79eqW";"No";"Not in use";"Not Available";"Odisha";"Ganjam";"Chatrapur SDH(Ganjam)";"Pathology(Chatrapur SDH)";" Unilab";"RH-142";0;"9/6/07";"";"";0
